fact_code,line_code,smv,running_days,total_target,day_output,total_present,available_mins,output_mins,output_target,absent_rate,alter_rate,spot_rate,reject_rate,dow,date
1002,100215,,,,,,,,,,0.0418803,,,4,7/2/2013
1002,100215,,,,,,,,,,0.047619,,,6,9/2/2013
1002,100215,,,,,,,,,,0.0408163,,,0,10/3/2013
1002,100215,,,,,,,,,,0.0434783,,,1,11/3/2013
1002,100215,,,,,,,,,,0.0520833,,,2,12/3/2013
1002,100215,,,,,,,,,,0.0649351,,,3,13/3/2013
1002,100215,,,,,,,,,,0.0854701,,,6,16/3/2013
1002,100215,,,,,,,,,,0.075,,,0,17/3/2013
1002,100215,,,,,,,,,,0.0571429,,,1,18/3/2013
1002,100215,,,,,,,,,,0.0462963,,,2,19/3/2013
1002,100215,,,,,,,,,,0.0516854,,,6,2/3/2013
1002,100215,,,,,,,,,,0.046729,,,3,20/3/2013
1002,100215,,,,,,,,,,0.04,,,4,21/3/2013
1002,100215,,,,,,,,,,0.0409836,,,6,23/3/2013
1002,100215,,,,,,,,,,0.04,,,0,24/3/2013
1002,100215,,,,,,,,,,0.0381679,,,1,25/3/2013
1002,100215,,,,,,,,,,0.037037,,,3,27/3/2013
1002,100215,,,,,,,,,,0.0362319,,,4,28/3/2013
1002,100215,,,,,,,,,,0.0480769,,,0,3/3/2013
1002,100215,,,,,,,,,,0.0367647,,,6,30/3/2013
1002,100215,,,,,,,,,,0.035461,,,0,31/3/2013
1002,100215,,,,,,,,,,0.0452489,,,1,4/3/2013
1002,100215,,,,,,,,,,0.0413223,,,2,5/3/2013
1002,100215,,,,,,,,,,0.05,,,3,6/3/2013
1002,100215,,,,,,,,,,0.0494118,,,4,7/3/2013
1002,100215,,,,,,,,,,0.0423729,,,6,9/3/2013
1002,100215,,,,,,,,,,0.0347222,,,1,1/4/2013
1002,100215,,,,,,,,,,0.0431034,,,3,10/4/2013
1002,100215,,,,,,,,,,0.0588235,,,4,11/4/2013
1002,100215,,,,,,,,,,0.045045,,,6,13/4/2013
1002,100215,,,,,,,,,,0.0471698,,,1,15/4/2013
1002,100215,,,,,,,,,,0.0446429,,,2,16/4/2013
1002,100215,,,,,,,,,,0.0403226,,,3,17/4/2013
1002,100215,,,,,,,,,,0.0387597,,,4,18/4/2013
1002,100215,,,,,,,,,,0.0326797,,,2,2/4/2013
1002,100215,,,,,,,,,,0.04,,,6,20/4/2013
1002,100215,,,,,,,,,,0.0396825,,,0,21/4/2013
1002,100215,,,,,,,,,,0.037594,,,1,22/4/2013
1002,100215,,,,,,,,,,0.0387097,,,3,24/4/2013
1002,100215,,,,,,,,,,0.0324675,,,3,3/4/2013
1002,100215,,,,,,,,,,0.0333333,,,4,4/4/2013
1002,100215,,,,,,,,,,0.0337838,,,6,6/4/2013
1002,100215,,,,,,,,,,0.0328947,,,0,7/4/2013
1002,100215,,,,,,,,,,0.0320513,,,1,8/4/2013
1002,100215,,,,,,,,,,0.0359712,,,2,9/4/2013
1002,100215,,,,,,,,,,0.0352113,,,6,11/5/2013
1002,100215,,,,,,,,,,0.0362319,,,0,12/5/2013
1002,100215,,,,,,,,,,0.0362319,,,1,13/5/2013
1002,100215,,,,,,,,,,0.0357143,,,2,14/5/2013
1002,100215,,,,,,,,,,0.0373134,,,3,15/5/2013
1002,100215,,,,,,,,,,0.0367647,,,4,16/5/2013
1002,100215,,,,,,,,,,0.0362319,,,6,18/5/2013
1002,100215,,,,,,,,,,0.037594,,,0,19/5/2013
1002,100215,,,,,,,,,,0.0471698,,,4,2/5/2013
1002,100215,,,,,,,,,,0.0331126,,,1,20/5/2013
1002,100215,,,,,,,,,,0.0349315,,,2,21/5/2013
1002,100215,,,,,,,,,,0.0347107,,,3,22/5/2013
1002,100215,,,,,,,,,,0.0446429,,,4,23/5/2013
1002,100215,,,,,,,,,,0.0428571,,,6,25/5/2013
1002,100215,,,,,,,,,,0.0581395,,,0,26/5/2013
1002,100215,,,,,,,,,,0.0552632,,,1,27/5/2013
1002,100215,,,,,,,,,,0.045977,,,2,28/5/2013
1002,100215,,,,,,,,,,0.0384615,,,3,29/5/2013
1002,100215,,,,,,,,,,0.0470588,,,4,30/5/2013
1002,100215,,,,,,,,,,0.0416667,,,6,4/5/2013
1002,100215,,,,,,,,,,0.0406504,,,0,5/5/2013
1002,100215,,,,,,,,,,0.0378788,,,1,6/5/2013
1002,100215,,,,,,,,,,0.0347222,,,2,7/5/2013
1002,100215,,,,,,,,,,0.0340136,,,3,8/5/2013
1002,100215,,,,,,,,,,0.0333333,,,4,9/5/2013
1002,100215,,,,,,,,,,0.0451923,,,6,1/6/2013
1002,100215,,,,,,,,,,0.0568182,,,1,10/6/2013
1002,100215,,,,,,,,,,0.0434783,,,2,11/6/2013
1002,100215,,,,,,,,,,0.0393701,,,3,12/6/2013
1002,100215,,,,,,,,,,0.0403226,,,4,13/6/2013
1002,100215,,,,,,,,,,0.0362319,,,6,15/6/2013
1002,100215,,,,,,,,,,0.0362319,,,0,16/6/2013
1002,100215,,,,,,,,,,0.0342466,,,1,17/6/2013
1002,100215,,,,,,,,,,0.0342466,,,2,18/6/2013
1002,100215,,,,,,,,,,0.0344828,,,3,19/6/2013
1002,100215,,,,,,,,,,0.0428571,,,0,2/6/2013
1002,100215,,,,,,,,,,0.0333333,,,4,20/6/2013
1002,100215,,,,,,,,,,0.0337838,,,6,22/6/2013
1002,100215,,,,,,,,,,0.0326667,,,0,23/6/2013
1002,100215,,,,,,,,,,0.0331126,,,1,24/6/2013
1002,100215,,,,,,,,,,0.0324675,,,3,26/6/2013
1002,100215,,,,,,,,,,0.0324675,,,4,27/6/2013
1002,100215,,,,,,,,,,0.0457143,,,1,3/6/2013
1002,100215,,,,,,,,,,0.0506329,,,0,30/6/2013
1002,100215,,,,,,,,,,0.0442478,,,2,4/6/2013
1002,100215,,,,,,,,,,0.042735,,,3,5/6/2013
1002,100215,,,,,,,,,,0.04,,,4,6/6/2013
1002,100215,,,,,,,,,,0.0431034,,,6,8/6/2013
1002,100215,,,,,,,,,,0.0642857,,,0,9/6/2013
1002,100215,,,,,,,,,,0.0505618,,,1,1/7/2013
1002,100215,,,,,,,,,,0.15,,,3,10/7/2013
1002,100215,,,,,,,,,,0.0543478,,,4,11/7/2013
1002,100215,,,,,,,,,,0.0704225,,,6,13/7/2013
1002,100215,,,,,,,,,,0.0510204,,,0,14/7/2013
1002,100215,,,,,,,,,,0.0442478,,,1,15/7/2013
1002,100215,,,,,,,,,,0.0406504,,,2,16/7/2013
1002,100215,,,,,,,,,,0.0378788,,,3,17/7/2013
1002,100215,,,,,,,,,,0.0359712,,,4,18/7/2013
1002,100215,,,,,,,,,,0.042735,,,2,2/7/2013
1002,100215,,,,,,,,,,0.033557,,,6,20/7/2013
1002,100215,,,,,,,,,,0.0331126,,,0,21/7/2013
1002,100215,,,,,,,,,,0.0333333,,,1,22/7/2013
1002,100215,,,,,,,,,,0.0326797,,,2,23/7/2013
1002,100215,,,,,,,,,,0.0294118,,,3,24/7/2013
1002,100215,,,,,,,,,,0.0292398,,,4,25/7/2013
1002,100215,,,,,,,,,,0.0292398,,,6,27/7/2013
1002,100215,,,,,,,,,,0.0290698,,,0,28/7/2013
1002,100215,,,,,,,,,,0.0294118,,,1,29/7/2013
1002,100215,,,,,,,,,,0.0866142,,,3,3/7/2013
1002,100215,,,,,,,,,,0.0296736,,,2,30/7/2013
1002,100215,,,,,,,,,,0.0292398,,,3,31/7/2013
1002,100215,,,,,,,,,,0.0291971,,,4,4/7/2013
1002,100215,,,,,,,,,,0.0367647,,,6,6/7/2013
1002,100215,,,,,,,,,,0.0364963,,,0,7/7/2013
1002,100215,,,,,,,,,,0.0373134,,,1,8/7/2013
1002,100215,,,,,,,,,,0.034965,,,2,9/7/2013
1002,100215,,,,,,,,,,0.0333333,,,3,1/1/2014
1002,100215,,,,,,,,,,0.0746835,,,6,11/1/2014
1002,100215,,,,,,,,,,0.0725,,,0,12/1/2014
1002,100215,,,,,,,,,,0.0710843,,,1,13/1/2014
1002,100215,,,,,,,,,,0.0674699,,,2,14/1/2014
1002,100215,,,,,,,,,,0.0648045,,,3,15/1/2014
1002,100215,,,,,,,,,,0.0694118,,,4,16/1/2014
1002,100215,,,,,,,,,,0.0674286,,,6,18/1/2014
1002,100215,,,,,,,,,,0.0678363,,,0,19/1/2014
1002,100215,,,,,,,,,,0.0364706,,,4,2/1/2014
1002,100215,,,,,,,,,,0.07,,,1,20/1/2014
1002,100215,,,,,,,,,,0.0674157,,,2,21/1/2014
1002,100215,,,,,,,,,,0.0710059,,,3,22/1/2014
1002,100215,,,,,,,,,,0.0670455,,,4,23/1/2014
1002,100215,,,,,,,,,,0.0738095,,,6,25/1/2014
1002,100215,,,,,,,,,,0.0701493,,,0,26/1/2014
1002,100215,,,,,,,,,,0.0732824,,,1,27/1/2014
1002,100215,,,,,,,,,,0.0778626,,,2,28/1/2014
1002,100215,,,,,,,,,,0.0741722,,,3,29/1/2014
1002,100215,,,,,,,,,,0.0693182,,,4,30/1/2014
1002,100215,,,,,,,,,,0.0368421,,,6,4/1/2014
1002,100215,,,,,,,,,,0.052809,,,1,6/1/2014
1002,100215,,,,,,,,,,0.0659091,,,2,7/1/2014
1002,100215,,,,,,,,,,0.0678571,,,3,8/1/2014
1002,100215,,,,,,,,,,0.0702381,,,4,9/1/2014
1002,100215,,,,,,,,,,0.0719512,,,6,1/2/2014
1002,100215,,,,,,,,,,0.0693182,,,1,10/2/2014
1002,100215,,,,,,,,,,0.0662791,,,2,11/2/2014
1002,100215,,,,,,,,,,0.0686046,,,3,12/2/2014
1002,100215,,,,,,,,,,0.0652174,,,4,13/2/2014
1002,100215,,,,,,,,,,0.075641,,,6,15/2/2014
1002,100215,,,,,,,,,,0.0916667,,,0,16/2/2014
1002,100215,,,,,,,,,,0.08,,,1,17/2/2014
1002,100215,,,,,,,,,,0.1368421,,,2,18/2/2014
1002,100215,,,,,,,,,,0.0615385,,,3,19/2/2014
1002,100215,,,,,,,,,,0.0701754,,,0,2/2/2014
1002,100215,,,,,,,,,,0.0888889,,,4,20/2/2014
1002,100215,,,,,,,,,,0.0627907,,,6,22/2/2014
1002,100215,,,,,,,,,,0.0709677,,,0,23/2/2014
1002,100215,,,,,,,,,,0.0705882,,,1,24/2/2014
1002,100215,,,,,,,,,,0.0819048,,,2,25/2/2014
1002,100215,,,,,,,,,,0.0857143,,,3,26/2/2014
1002,100215,,,,,,,,,,0.0714286,,,1,3/2/2014
1002,100215,,,,,,,,,,0.0659091,,,2,4/2/2014
1002,100215,,,,,,,,,,0.0678363,,,3,5/2/2014
1002,100215,,,,,,,,,,0.0732558,,,4,6/2/2014
1002,100215,,,,,,,,,,0.075969,,,6,8/2/2014
1002,100215,,,,,,,,,,0.0744186,,,0,9/2/2014
1002,100215,,,,,,,,,,0.0933333,,,6,1/3/2014
1002,100215,,,,,,,,,,0.1036364,,,1,10/3/2014
1002,100215,,,,,,,,,,0.0890625,,,2,11/3/2014
1002,100215,,,,,,,,,,0.0883333,,,3,12/3/2014
1002,100215,,,,,,,,,,0.0935484,,,4,13/3/2014
1002,100215,,,,,,,,,,0.0953846,,,6,15/3/2014
1002,100215,,,,,,,,,,0.0826087,,,0,16/3/2014
1002,100215,,,,,,,,,,0.0941176,,,1,17/3/2014
1002,100215,,,,,,,,,,0.0893939,,,2,18/3/2014
1002,100215,,,,,,,,,,0.0855072,,,3,19/3/2014
1002,100215,,,,,,,,,,0.084375,,,0,2/3/2014
1002,100215,,,,,,,,,,0.0898551,,,4,20/3/2014
1002,100215,,,,,,,,,,0.0871429,,,6,22/3/2014
1002,100215,,,,,,,,,,0.0842857,,,0,23/3/2014
1002,100215,,,,,,,,,,0.084507,,,1,24/3/2014
1002,100215,,,,,,,,,,0.0875,,,2,25/3/2014
1002,100215,,,,,,,,,,0.0757576,,,4,27/3/2014
1002,100215,,,,,,,,,,0.08125,,,6,29/3/2014
1002,100215,,,,,,,,,,0.0808824,,,1,3/3/2014
1002,100215,,,,,,,,,,0.0830508,,,0,30/3/2014
1002,100215,,,,,,,,,,0.0863636,,,1,31/3/2014
1002,100215,,,,,,,,,,0.0921986,,,2,4/3/2014
1002,100215,,,,,,,,,,0.0898551,,,3,5/3/2014
1002,100215,,,,,,,,,,0.0867647,,,4,6/3/2014
1002,100215,,,,,,,,,,0.0882353,,,6,8/3/2014
1002,100215,,,,,,,,,,0.0903226,,,0,9/3/2014
1002,100216,,,,,,,,,,0.0375,,,4,10/1/2013
1002,100216,,,,,,,,,,0.03625,,,6,12/1/2013
1002,100216,,,,,,,,,,0.0364706,,,0,13/1/2013
1002,100216,,,,,,,,,,0.0393258,,,1,14/1/2013
1002,100216,,,,,,,,,,0.0542169,,,2,15/1/2013
1002,100216,,,,,,,,,,0.0476744,,,3,16/1/2013
1002,100216,,,,,,,,,,0.0517647,,,4,17/1/2013
1002,100216,,,,,,,,,,,,,6,19/1/2013
1002,100216,,,,,,,,,,,,,0,20/1/2013
1002,100216,,,,,,,,,,,,,1,21/1/2013
1002,100216,,,,,,,,,,,,,2,22/1/2013
1002,100216,,,,,,,,,,,,,3,23/1/2013
1002,100216,,,,,,,,,,0.0392157,,,4,24/1/2013
1002,100216,,,,,,,,,,0.0376147,,,6,26/1/2013
1002,100216,,,,,,,,,,0.0405405,,,0,27/1/2013
1002,100216,,,,,,,,,,0.0438095,,,1,28/1/2013
1002,100216,,,,,,,,,,0.0421569,,,2,29/1/2013
1002,100216,,,,,,,,,,0.0453704,,,3,30/1/2013
1002,100216,,,,,,,,,,0.0413462,,,4,31/1/2013
1002,100216,,,,,,,,,,0.0392405,,,6,5/1/2013
1002,100216,,,,,,,,,,0.0361446,,,0,6/1/2013
1002,100216,,,,,,,,,,0.03625,,,1,7/1/2013
1002,100216,,,,,,,,,,0.0321839,,,2,8/1/2013
1002,100216,,,,,,,,,,0.0380952,,,3,9/1/2013
1002,100216,,,,,,,,,,0.0603448,,,0,10/2/2013
1002,100216,,,,,,,,,,0.06,,,1,11/2/2013
1002,100216,,,,,,,,,,0.05,,,6,16/2/2013
1002,100216,,,,,,,,,,0.0481481,,,0,17/2/2013
1002,100216,,,,,,,,,,0.0468354,,,1,18/2/2013
1002,100216,,,,,,,,,,0.0453333,,,2,19/2/2013
1002,100216,,,,,,,,,,,,,6,2/2/2013
1002,100216,,,,,,,,,,0.0488372,,,3,20/2/2013
1002,100216,,,,,,,,,,0.045122,,,6,23/2/2013
1002,100216,,,,,,,,,,0.0404762,,,0,24/2/2013
1002,100216,,,,,,,,,,0.0464286,,,1,25/2/2013
1002,100216,,,,,,,,,,0.0421053,,,2,26/2/2013
1002,100216,,,,,,,,,,0.0361111,,,3,27/2/2013
1002,100216,,,,,,,,,,0.0287037,,,4,28/2/2013
1002,100216,,,,,,,,,,,,,0,3/2/2013
1002,100216,,,,,,,,,,0.039604,,,1,4/2/2013
1002,100216,,,,,,,,,,0.0416667,,,2,5/2/2013
1002,100216,,,,,,,,,,,,,3,6/2/2013
1002,100216,,,,,,,,,,0.0925926,,,4,7/2/2013
1002,100216,,,,,,,,,,0.0744681,,,6,9/2/2013
1002,100216,,,,,,,,,,0.0333333,,,0,10/3/2013
1002,100216,,,,,,,,,,0.0339806,,,1,11/3/2013
1002,100216,,,,,,,,,,0.04,,,2,12/3/2013
1002,100216,,,,,,,,,,0.0416667,,,3,13/3/2013
1002,100216,,,,,,,,,,0.0290909,,,6,16/3/2013
1002,100216,,,,,,,,,,0.0306306,,,0,17/3/2013
1002,100216,,,,,,,,,,0.0366972,,,1,18/3/2013
1002,100216,,,,,,,,,,0.0357143,,,2,19/3/2013
1002,100216,,,,,,,,,,0.04,,,6,2/3/2013
1002,100216,,,,,,,,,,0.0351351,,,3,20/3/2013
1002,100216,,,,,,,,,,0.0293578,,,4,21/3/2013
1002,100216,,,,,,,,,,0.0371681,,,6,23/3/2013
1002,100216,,,,,,,,,,0.0349057,,,0,24/3/2013
1002,100216,,,,,,,,,,0.0366972,,,1,25/3/2013
1002,100216,,,,,,,,,,0.04,,,3,27/3/2013
1002,100216,,,,,,,,,,0.039823,,,4,28/3/2013
1002,100216,,,,,,,,,,0.0359223,,,0,3/3/2013
1002,100216,,,,,,,,,,0.04,,,6,30/3/2013
1002,100216,,,,,,,,,,0.0355372,,,0,31/3/2013
1002,100216,,,,,,,,,,0.0387097,,,1,4/3/2013
1002,100216,,,,,,,,,,0.039,,,2,5/3/2013
1002,100216,,,,,,,,,,0.04,,,3,6/3/2013
1002,100216,,,,,,,,,,0.0363636,,,4,7/3/2013
1002,100216,,,,,,,,,,0.040625,,,6,9/3/2013
1002,100216,,,,,,,,,,0.0415094,,,1,1/4/2013
1002,100216,,,,,,,,,,0.0867647,,,3,10/4/2013
1002,100216,,,,,,,,,,0.0485714,,,4,11/4/2013
1002,100216,,,,,,,,,,0.0492063,,,6,13/4/2013
1002,100216,,,,,,,,,,0.0405405,,,1,15/4/2013
1002,100216,,,,,,,,,,0.0459459,,,2,16/4/2013
1002,100216,,,,,,,,,,0.0471429,,,3,17/4/2013
1002,100216,,,,,,,,,,0.0409639,,,4,18/4/2013
1002,100216,,,,,,,,,,0.0541667,,,2,2/4/2013
1002,100216,,,,,,,,,,0.052439,,,6,20/4/2013
1002,100216,,,,,,,,,,0.0432099,,,0,21/4/2013
1002,100216,,,,,,,,,,0.0369369,,,1,22/4/2013
1002,100216,,,,,,,,,,0.0513513,,,3,24/4/2013
1002,100216,,,,,,,,,,0.0685714,,,3,3/4/2013
1002,100216,,,,,,,,,,0.0604651,,,4,4/4/2013
1002,100216,,,,,,,,,,0.0355114,,,6,6/4/2013
1002,100216,,,,,,,,,,0.0432432,,,0,7/4/2013
1002,100216,,,,,,,,,,0.0424658,,,1,8/4/2013
1002,100216,,,,,,,,,,0.044,,,2,9/4/2013
1002,100216,,,,,,,,,,0.0381443,,,6,11/5/2013
1002,100216,,,,,,,,,,0.0511111,,,0,12/5/2013
1002,100216,,,,,,,,,,0.0511111,,,1,13/5/2013
1002,100216,,,,,,,,,,0.0639344,,,2,14/5/2013
1002,100216,,,,,,,,,,0.022973,,,3,15/5/2013
1002,100216,,,,,,,,,,0.0512821,,,4,16/5/2013
1002,100216,,,,,,,,,,0.0544304,,,6,18/5/2013
1002,100216,,,,,,,,,,0.0510067,,,0,19/5/2013
1002,100216,,,,,,,,,,0.044186,,,4,2/5/2013
1002,100216,,,,,,,,,,0.05625,,,1,20/5/2013
1002,100216,,,,,,,,,,0.0482353,,,2,21/5/2013
1002,100216,,,,,,,,,,0.0469136,,,3,22/5/2013
1002,100216,,,,,,,,,,0.0531646,,,4,23/5/2013
1002,100216,,,,,,,,,,0.0529412,,,6,25/5/2013
1002,100216,,,,,,,,,,0.0463415,,,0,26/5/2013
1002,100216,,,,,,,,,,0.0518987,,,1,27/5/2013
1002,100216,,,,,,,,,,0.0493976,,,2,28/5/2013
1002,100216,,,,,,,,,,0.05,,,3,29/5/2013
1002,100216,,,,,,,,,,0.0433735,,,4,30/5/2013
1002,100216,,,,,,,,,,0.0404494,,,6,4/5/2013
1002,100216,,,,,,,,,,0.037963,,,0,5/5/2013
1002,100216,,,,,,,,,,0.0390476,,,1,6/5/2013
1002,100216,,,,,,,,,,0.0383333,,,2,7/5/2013
1002,100216,,,,,,,,,,0.032,,,3,8/5/2013
1002,100216,,,,,,,,,,0.0312,,,4,9/5/2013
1002,100216,,,,,,,,,,0.0428571,,,6,1/6/2013
1002,100216,,,,,,,,,,0.0583333,,,1,10/6/2013
1002,100216,,,,,,,,,,0.0464286,,,2,11/6/2013
1002,100216,,,,,,,,,,0.0969697,,,3,12/6/2013
1002,100216,,,,,,,,,,0.0483333,,,4,13/6/2013
1002,100216,,,,,,,,,,0.0464789,,,6,15/6/2013
1002,100216,,,,,,,,,,0.05,,,0,16/6/2013
1002,100216,,,,,,,,,,0.0407895,,,1,17/6/2013
1002,100216,,,,,,,,,,0.054386,,,2,18/6/2013
1002,100216,,,,,,,,,,0.0478261,,,3,19/6/2013
1002,100216,,,,,,,,,,0.0430233,,,0,2/6/2013
1002,100216,,,,,,,,,,0.0402597,,,4,20/6/2013
1002,100216,,,,,,,,,,0.044,,,6,22/6/2013
1002,100216,,,,,,,,,,0.0445783,,,0,23/6/2013
1002,100216,,,,,,,,,,0.0435897,,,1,24/6/2013
1002,100216,,,,,,,,,,0.0514286,,,3,26/6/2013
1002,100216,,,,,,,,,,0.0407895,,,4,27/6/2013
1002,100216,,,,,,,,,,0.04,,,1,3/6/2013
1002,100216,,,,,,,,,,0.0521739,,,0,30/6/2013
1002,100216,,,,,,,,,,0.044186,,,2,4/6/2013
1002,100216,,,,,,,,,,0.0416667,,,3,5/6/2013
1002,100216,,,,,,,,,,0.0397727,,,4,6/6/2013
1002,100216,,,,,,,,,,0.0481481,,,6,8/6/2013
1002,100216,,,,,,,,,,0.0436782,,,0,9/6/2013
1002,100216,,,,,,,,,,0.0484375,,,1,1/7/2013
1002,100216,,,,,,,,,,0.0410959,,,3,10/7/2013
1002,100216,,,,,,,,,,0.0428571,,,4,11/7/2013
1002,100216,,,,,,,,,,0.0461538,,,6,13/7/2013
1002,100216,,,,,,,,,,0.0446154,,,0,14/7/2013
1002,100216,,,,,,,,,,0.05,,,1,15/7/2013
1002,100216,,,,,,,,,,0.0424242,,,2,16/7/2013
1002,100216,,,,,,,,,,0.0414286,,,3,17/7/2013
1002,100216,,,,,,,,,,0.04,,,4,18/7/2013
1002,100216,,,,,,,,,,0.0469697,,,2,2/7/2013
1002,100216,,,,,,,,,,0.0391304,,,6,20/7/2013
1002,100216,,,,,,,,,,0.0355263,,,0,21/7/2013
1002,100216,,,,,,,,,,0.0329268,,,1,22/7/2013
1002,100216,,,,,,,,,,0.0384615,,,2,23/7/2013
1002,100216,,,,,,,,,,0.0324675,,,3,24/7/2013
1002,100216,,,,,,,,,,0.0337349,,,4,25/7/2013
1002,100216,,,,,,,,,,0.0325,,,6,27/7/2013
1002,100216,,,,,,,,,,0.0341463,,,0,28/7/2013
1002,100216,,,,,,,,,,0.0333333,,,1,29/7/2013
1002,100216,,,,,,,,,,0.0283333,,,3,3/7/2013
1002,100216,,,,,,,,,,0.0357143,,,2,30/7/2013
1002,100216,,,,,,,,,,0.0345679,,,3,31/7/2013
1002,100216,,,,,,,,,,0.036,,,4,4/7/2013
1002,100216,,,,,,,,,,0.0385542,,,6,6/7/2013
1002,100216,,,,,,,,,,0.0506173,,,0,7/7/2013
1002,100216,,,,,,,,,,0.0369048,,,1,8/7/2013
1002,100216,,,,,,,,,,0.0415584,,,2,9/7/2013
1002,100216,,,,,,,,,,0.0322581,,,3,1/1/2014
1002,100216,,,,,,,,,,0.0756914,,,6,11/1/2014
1002,100216,,,,,,,,,,0.0744526,,,0,12/1/2014
1002,100216,,,,,,,,,,0.0664962,,,1,13/1/2014
1002,100216,,,,,,,,,,0.0687285,,,2,14/1/2014
1002,100216,,,,,,,,,,0.0823893,,,3,15/1/2014
1002,100216,,,,,,,,,,0.0742857,,,4,16/1/2014
1002,100216,,,,,,,,,,0.0752688,,,6,18/1/2014
1002,100216,,,,,,,,,,0.0720251,,,0,19/1/2014
1002,100216,,,,,,,,,,0.0384615,,,4,2/1/2014
1002,100216,,,,,,,,,,0.0815155,,,1,20/1/2014
1002,100216,,,,,,,,,,0.0767442,,,2,21/1/2014
1002,100216,,,,,,,,,,0.0828604,,,3,22/1/2014
1002,100216,,,,,,,,,,0.081422,,,4,23/1/2014
1002,100216,,,,,,,,,,0.0813008,,,6,25/1/2014
1002,100216,,,,,,,,,,0.0846682,,,0,26/1/2014
1002,100216,,,,,,,,,,0.0905563,,,1,27/1/2014
1002,100216,,,,,,,,,,0.0780712,,,2,28/1/2014
1002,100216,,,,,,,,,,0.0836197,,,3,29/1/2014
1002,100216,,,,,,,,,,0.0804598,,,4,30/1/2014
1002,100216,,,,,,,,,,0.0229885,,,6,4/1/2014
1002,100216,,,,,,,,,,0.0516351,,,1,6/1/2014
1002,100216,,,,,,,,,,0.0716418,,,2,7/1/2014
1002,100216,,,,,,,,,,0.0769231,,,3,8/1/2014
1002,100216,,,,,,,,,,0.0725926,,,4,9/1/2014
1002,100216,,,,,,,,,,0.0794016,,,6,1/2/2014
1002,100216,,,,,,,,,,0.0767123,,,1,10/2/2014
1002,100216,,,,,,,,,,0.0780822,,,2,11/2/2014
1002,100216,,,,,,,,,,0.0802632,,,3,12/2/2014
1002,100216,,,,,,,,,,0.0818182,,,4,13/2/2014
1002,100216,,,,,,,,,,0.0863636,,,6,15/2/2014
1002,100216,,,,,,,,,,0.0797297,,,0,16/2/2014
1002,100216,,,,,,,,,,0.0444444,,,1,17/2/2014
1002,100216,,,,,,,,,,0.07875,,,2,18/2/2014
1002,100216,,,,,,,,,,0.1,,,3,19/2/2014
1002,100216,,,,,,,,,,0.0825688,,,0,2/2/2014
1002,100216,,,,,,,,,,0.0947368,,,4,20/2/2014
1002,100216,,,,,,,,,,0.0615385,,,6,22/2/2014
1002,100216,,,,,,,,,,0.0805195,,,0,23/2/2014
1002,100216,,,,,,,,,,0.0691358,,,1,24/2/2014
1002,100216,,,,,,,,,,0.0680851,,,2,25/2/2014
1002,100216,,,,,,,,,,0.0698113,,,3,26/2/2014
1002,100216,,,,,,,,,,0.0825688,,,1,3/2/2014
1002,100216,,,,,,,,,,0.0873016,,,2,4/2/2014
1002,100216,,,,,,,,,,0.0849057,,,3,5/2/2014
1002,100216,,,,,,,,,,0.1114504,,,4,6/2/2014
1002,100216,,,,,,,,,,0.0845528,,,6,8/2/2014
1002,100216,,,,,,,,,,0.084375,,,0,9/2/2014
1002,100216,,,,,,,,,,0.0655172,,,6,1/3/2014
1002,100216,,,,,,,,,,0.0826087,,,1,10/3/2014
1002,100216,,,,,,,,,,0.0791367,,,2,11/3/2014
1002,100216,,,,,,,,,,0.0776119,,,3,12/3/2014
1002,100216,,,,,,,,,,0.0865385,,,4,13/3/2014
1002,100216,,,,,,,,,,0.0737101,,,6,15/3/2014
1002,100216,,,,,,,,,,,,,0,16/3/2014
1002,100216,,,,,,,,,,0.1230769,,,1,17/3/2014
1002,100216,,,,,,,,,,0.1,,,2,18/3/2014
1002,100216,,,,,,,,,,0.1,,,3,19/3/2014
1002,100216,,,,,,,,,,0.0753247,,,0,2/3/2014
1002,100216,,,,,,,,,,0.0740741,,,4,20/3/2014
1002,100216,,,,,,,,,,0.0731707,,,6,22/3/2014
1002,100216,,,,,,,,,,0.075,,,0,23/3/2014
1002,100216,,,,,,,,,,0.0736842,,,1,24/3/2014
1002,100216,,,,,,,,,,0.0774775,,,2,25/3/2014
1002,100216,,,,,,,,,,0.0769231,,,4,27/3/2014
1002,100216,,,,,,,,,,0.0783333,,,6,29/3/2014
1002,100216,,,,,,,,,,0.0764331,,,1,3/3/2014
1002,100216,,,,,,,,,,0.0744186,,,0,30/3/2014
1002,100216,,,,,,,,,,0.0706767,,,1,31/3/2014
1002,100216,,,,,,,,,,0.06875,,,2,4/3/2014
1002,100216,,,,,,,,,,0.0721519,,,3,5/3/2014
1002,100216,,,,,,,,,,0.0816327,,,4,6/3/2014
1002,100216,,,,,,,,,,0.076555,,,6,8/3/2014
1002,100216,,,,,,,,,,0.0706522,,,0,9/3/2014
1002,100217,,,,,,,,,,0.0434783,,,2,1/1/2013
1002,100217,,,,,,,,,,0.0381818,,,4,10/1/2013
1002,100217,,,,,,,,,,0.0475,,,6,12/1/2013
1002,100217,,,,,,,,,,0.0386364,,,0,13/1/2013
1002,100217,,,,,,,,,,0.0375,,,1,14/1/2013
1002,100217,,,,,,,,,,0.0411765,,,2,15/1/2013
1002,100217,,,,,,,,,,0.0403846,,,3,16/1/2013
